,count,key,month,satellite,vis_median,year
390,25848,west-bengal-maldah,11,F12,-0.3030,1994
391,6731,west-bengal-maldah,11,F10,-1.2889,1994
392,34972,west-bengal-birbhum,11,F12,0.3333,1994
393,12291,west-bengal-jalpaiguri,11,F12,-1.0659,1994
394,40612,west-bengal-purba-medinipur,11,F12,-0.4286,1994
395,7847,west-bengal-purba-medinipur,11,F10,-1.3256,1994
396,3526,west-bengal-jalpaiguri,11,F10,-1.5484,1994
397,6484,west-bengal-barddhaman,11,F10,-0.0215,1994
398,35696,west-bengal-barddhaman,11,F12,0.9341,1994
399,24452,west-bengal-uttar-dinajpur,11,F12,-0.6383,1994
400,19811,west-bengal-north-twenty-four-parganas,11,F12,0.8404,1994
401,4097,west-bengal-north-twenty-four-parganas,11,F10,0.4516,1994
402,10869,west-bengal-darjiling,11,F12,-0.6316,1994
403,8960,west-bengal-puruliya,11,F10,-2.0215,1994
404,6956,west-bengal-dakshin-dinajpur,11,F10,-1.5484,1994
405,4260,west-bengal-hugli,11,F10,1.4516,1994
406,26240,west-bengal-hugli,11,F12,1.5714,1994
407,5603,west-bengal-uttar-dinajpur,11,F10,-1.5484,1994
408,2204,west-bengal-haora,11,F10,0.9785,1994
409,17455,west-bengal-nadia,11,F12,0.5714,1994
410,4044,west-bengal-nadia,11,F10,-0.5484,1994
411,9587,west-bengal-haora,11,F12,0.8404,1994
412,8149,west-bengal-birbhum,11,F10,-1.0215,1994
413,18641,west-bengal-koch-bihar,11,F12,-1.0882,1994
414,11966,west-bengal-bankura,11,F10,-1.9551,1994
415,23591,west-bengal-dakshin-dinajpur,11,F12,-0.7653,1994
416,21911,west-bengal-paschim-medinipur,11,F10,-1.5484,1994
417,109293,west-bengal-paschim-medinipur,11,F12,-0.4286,1994
418,24040,west-bengal-south-twenty-four-parganas,11,F12,0.2347,1994
419,54997,west-bengal-bankura,11,F12,-0.2188,1994
420,3215,west-bengal-darjiling,11,F10,-0.9551,1994
421,39113,west-bengal-puruliya,11,F12,-0.7653,1994
422,29753,west-bengal-nadia,12,F12,-0.2447,1994
423,57883,west-bengal-barddhaman,12,F12,-0.3444,1994
424,27824,west-bengal-koch-bihar,12,F12,-1.5100,1994
425,140,west-bengal-koch-bihar,12,F10,-0.8108,1994
426,167,west-bengal-dakshin-dinajpur,12,F10,-0.5867,1994
427,38215,west-bengal-dakshin-dinajpur,12,F12,-1.4200,1994
428,177885,west-bengal-paschim-medinipur,12,F12,-1.5100,1994
429,18352,west-bengal-jalpaiguri,12,F12,-1.2418,1994
430,245,west-bengal-jalpaiguri,12,F10,-0.5867,1994
431,1054,west-bengal-barddhaman,12,F10,1.4133,1994
432,782,west-bengal-nadia,12,F10,2.2985,1994
433,4115,west-bengal-paschim-medinipur,12,F10,-0.5867,1994
434,367,west-bengal-south-twenty-four-parganas,12,F10,0.1892,1994
435,45671,west-bengal-murshidabad,12,F12,-1.1413,1994
436,1861,west-bengal-murshidabad,12,F10,0.2985,1994
437,43599,west-bengal-south-twenty-four-parganas,12,F12,-1.2887,1994
438,70492,west-bengal-purba-medinipur,12,F12,-1.5408,1994
439,498,west-bengal-purba-medinipur,12,F10,-1.1413,1994
